target,measurement,variant,metric,value,unit,measured_utc,source,notes
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_score,effect,-0.0348139,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_score,molecules,98,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_score,p_value,0.999999,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_score,pairs,48,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_tanimoto,after_median,0.578947,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_tanimoto,before_median,0.647059,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_tanimoto,ci_high,-0.0481883,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_tanimoto,ci_low,-0.0784163,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_tanimoto,effect,-0.0630195,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_tanimoto,molecules,98,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_tanimoto,p_value,1,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7-control:paired_tanimoto,pairs,61,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:binomial_improved,effect,0.846939,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,доля улучшившихся против контроля all7-control; точный биномиальный тест
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:binomial_improved,improved,83,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,доля улучшившихся против контроля all7-control; точный биномиальный тест
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:binomial_improved,improved_control,7,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,доля улучшившихся против контроля all7-control; точный биномиальный тест
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:binomial_improved,molecules_control,98,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,доля улучшившихся против контроля all7-control; точный биномиальный тест
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:binomial_improved,p_value,4.53281e-79,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,доля улучшившихся против контроля all7-control; точный биномиальный тест
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:binomial_improved,pairs,98,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,доля улучшившихся против контроля all7-control; точный биномиальный тест
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:mcnemar_hbond,ci_high,0.0408163,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"доля молекул с ключевой H-связью по правилам KLIFS; точный критерий Макнемара, интервал — бутстрэп разности долей"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:mcnemar_hbond,ci_low,-0.0408163,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"доля молекул с ключевой H-связью по правилам KLIFS; точный критерий Макнемара, интервал — бутстрэп разности долей"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:mcnemar_hbond,effect,0,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"доля молекул с ключевой H-связью по правилам KLIFS; точный критерий Макнемара, интервал — бутстрэп разности долей"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:mcnemar_hbond,fraction_after,0.959184,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"доля молекул с ключевой H-связью по правилам KLIFS; точный критерий Макнемара, интервал — бутстрэп разности долей"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:mcnemar_hbond,fraction_before,0.959184,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"доля молекул с ключевой H-связью по правилам KLIFS; точный критерий Макнемара, интервал — бутстрэп разности долей"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:mcnemar_hbond,gained,2,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"доля молекул с ключевой H-связью по правилам KLIFS; точный критерий Макнемара, интервал — бутстрэп разности долей"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:mcnemar_hbond,lost,2,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"доля молекул с ключевой H-связью по правилам KLIFS; точный критерий Макнемара, интервал — бутстрэп разности долей"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:mcnemar_hbond,molecules,98,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"доля молекул с ключевой H-связью по правилам KLIFS; точный критерий Макнемара, интервал — бутстрэп разности долей"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:mcnemar_hbond,p_value,0.6875,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"доля молекул с ключевой H-связью по правилам KLIFS; точный критерий Макнемара, интервал — бутстрэп разности долей"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:mcnemar_hbond,pairs,4,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"доля молекул с ключевой H-связью по правилам KLIFS; точный критерий Макнемара, интервал — бутстрэп разности долей"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:paired_min_distance,after_median,2.65985,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:paired_min_distance,before_median,2.7734,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:paired_min_distance,effect,-0.11355,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:paired_min_distance,p_value,0.999982,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:paired_min_distance,pairs,83,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
6tgu,pose_optimization_stats,2026-08-23-6tgu-s0-n100-prep:all7:paired_min_distance,worsened,56,,2026-09-18,python scripts/pose_optimization_stats.py 2026-08-23-6tgu-s0-n100-prep,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
